CustomerID,LastInvoiceDate,Frequency,Monetary,Recency
12709.0,2010-12-08 09:49:00,20,21356.82,2
12711.0,2010-04-07 11:59:00,2,1339.05,247
12712.0,2010-12-09 11:39:00,10,2797.53,1
12714.0,2010-11-16 18:10:00,7,9384.85,24
12717.0,2010-04-28 14:34:00,1,277.93,226
12720.0,2010-12-05 15:21:00,6,2478.94,5
12721.0,2010-11-19 15:13:00,2,1356.95,21
12724.0,2010-11-21 13:26:00,3,1286.11,19
12725.0,2010-12-03 15:45:00,4,2266.76,7
12726.0,2010-11-17 16:59:00,4,1405.5,23
12727.0,2010-09-23 10:45:00,3,1698.8300000000002,78
12728.0,2010-11-21 11:34:00,1,233.84,19
12730.0,2010-07-06 12:19:00,1,829.25,157
12731.0,2010-09-23 15:12:00,5,6879.8,78
12733.0,2010-11-15 13:56:00,3,2040.92,25
12734.0,2010-11-30 11:05:00,2,529.25,10
12737.0,2010-07-29 12:29:00,2,3710.5,134
12738.0,2010-12-02 18:27:00,1,155.35,8
12739.0,2010-11-19 09:42:00,2,1713.69,21
12741.0,2010-06-28 14:36:00,2,406.07,165
12742.0,2010-03-24 12:43:00,1,1201.52,261
12744.0,2010-09-06 10:24:00,4,4037.77,95
12745.0,2010-08-10 10:14:00,3,925.41,122
12746.0,2010-06-17 10:41:00,1,254.55,176
12747.0,2010-12-05 15:38:00,16,5080.53,5
12748.0,2010-12-09 13:22:00,144,22879.66,1
12749.0,2010-11-05 13:56:00,4,2806.48,35
12751.0,2010-09-21 12:49:00,1,268.27,80
12755.0,2010-12-09 10:44:00,10,5218.709999999999,1
12758.0,2010-09-06 13:02:00,5,7111.650000000001,95
12759.0,2010-11-18 19:14:00,5,3489.3,22
12760.0,2010-09-10 08:50:00,1,347.8,91
12761.0,2010-09-08 12:17:00,2,782.95,93
12763.0,2010-12-05 15:46:00,1,320.08,5
12765.0,2010-08-24 13:51:00,6,1404.58,108
12766.0,2010-12-08 13:53:00,3,3078.65,2
12767.0,2010-11-29 09:38:00,1,949.82,11
12768.0,2010-09-15 12:08:00,1,168.69000000000003,86
12770.0,2010-09-09 11:43:00,1,1895.0,92
12771.0,2010-08-11 11:51:00,1,282.3,121
12773.0,2010-05-24 17:30:00,1,124.25,200
12774.0,2010-06-22 10:38:00,1,98.7,171
12775.0,2010-11-16 15:14:00,2,300.08,24
12776.0,2010-02-10 12:11:00,1,55.5,303
12777.0,2010-09-08 11:35:00,1,519.45,93
12778.0,2010-11-08 10:51:00,3,953.45,32
12779.0,2010-12-03 13:40:00,7,2740.91,7
12780.0,2010-04-20 09:40:00,1,337.4,234
12782.0,2010-11-30 11:37:00,6,2287.32,10
12784.0,2010-06-28 13:06:00,1,1230.33,165
12785.0,2010-06-22 12:16:00,2,788.45,171
12786.0,2010-04-09 12:12:00,1,728.5,245
12787.0,2010-10-22 14:57:00,1,398.52,49
12788.0,2010-09-02 14:21:00,4,444.9,99
12789.0,2010-07-15 12:43:00,2,181.5,148
12790.0,2010-10-25 13:04:00,1,266.93,46
12791.0,2010-12-01 11:27:00,6,863.51,9
12792.0,2010-06-23 10:49:00,1,426.47,170
12793.0,2010-12-03 15:14:00,2,471.85,7
12796.0,2010-03-21 15:49:00,1,381.0,264
12797.0,2010-12-09 10:55:00,2,552.08,1
12798.0,2010-10-14 12:27:00,1,1533.8899999999999,57
12799.0,2010-06-28 15:57:00,1,219.35,165
12800.0,2010-08-26 14:11:00,3,584.25,106
12801.0,2010-07-27 09:38:00,1,1071.82,136
12802.0,2010-09-23 10:23:00,6,1988.84,78
12803.0,2010-11-11 14:57:00,1,1092.81,29
12804.0,2010-08-31 11:58:00,2,327.02,101
12805.0,2010-11-23 12:27:00,4,1434.95,17
12806.0,2010-09-30 13:34:00,4,2878.96,71
12807.0,2010-11-21 14:21:00,1,330.35,19
12808.0,2010-12-06 10:27:00,3,422.45,4
12809.0,2010-05-23 11:08:00,2,1266.63,201
12810.0,2010-06-23 10:53:00,2,534.99,170
12811.0,2010-11-26 09:49:00,2,519.05,14
12813.0,2010-07-26 09:50:00,3,1687.8,137
12817.0,2010-11-05 08:28:00,2,524.94,35
12819.0,2010-09-07 15:20:00,1,540.52,94
12820.0,2010-11-07 14:26:00,7,1747.18,33
12821.0,2010-04-07 15:14:00,1,128.07999999999998,247
12823.0,2010-11-10 12:22:00,13,4742.0,30
12825.0,2010-07-06 13:56:00,2,518.63,157
12826.0,2010-12-09 15:21:00,6,1481.03,1
12829.0,2010-06-07 15:04:00,1,92.30000000000001,186
12831.0,2010-09-02 16:00:00,2,236.06,99
12835.0,2010-10-08 10:59:00,41,6043.31,63
12836.0,2010-11-15 16:22:00,11,3972.76,25
12837.0,2010-05-19 15:10:00,1,554.31,205
12838.0,2010-12-01 11:57:00,9,2715.35,9
12839.0,2010-12-07 15:48:00,13,4480.31,3
12840.0,2010-09-28 17:58:00,3,1315.2,73
12841.0,2010-12-05 12:15:00,17,3518.33,5
12842.0,2010-10-31 10:45:00,2,799.0,40
12843.0,2010-11-22 13:31:00,22,4886.15,18
12844.0,2010-09-23 16:23:00,2,322.64,78
12846.0,2010-01-26 16:29:00,1,15.58,318
12847.0,2010-11-17 12:44:00,1,765.36,23
12848.0,2010-02-02 12:45:00,1,208.0,311
12849.0,2010-11-23 11:41:00,4,2039.67,17
12850.0,2010-09-20 12:26:00,1,330.0,81
12851.0,2010-08-19 15:13:00,1,148.95,113
12853.0,2010-10-08 14:51:00,5,1950.4,63
12854.0,2010-05-27 16:54:00,4,1669.52,197
12855.0,2010-12-02 09:37:00,4,612.84,8
12857.0,2010-09-29 16:49:00,4,2581.6,72
12858.0,2010-11-21 12:55:00,1,177.92,19
12859.0,2010-09-07 12:20:00,1,575.1,94
12860.0,2010-01-15 15:22:00,1,55.47,329
12861.0,2010-03-30 11:39:00,1,68.25,255
12862.0,2010-10-10 11:47:00,2,1008.3199999999999,61
12863.0,2010-11-25 17:47:00,5,2271.35,15
12864.0,2010-07-19 17:22:00,1,152.45,144
12865.0,2010-11-26 15:37:00,2,1755.24,14
12866.0,2010-08-22 15:48:00,2,668.23,110
12867.0,2010-11-07 15:31:00,6,3876.47,33
12868.0,2010-12-01 12:50:00,3,640.0,9
12869.0,2010-01-27 12:10:00,1,337.66999999999996,317
12870.0,2010-11-29 13:42:00,3,1676.95,11
12871.0,2010-09-26 10:34:00,1,363.38,75
12872.0,2010-12-09 14:44:00,11,3085.52,1
12873.0,2010-11-07 11:15:00,2,1653.3,33
12874.0,2010-11-19 15:23:00,2,948.42,21
12875.0,2010-08-25 14:35:00,3,1013.76,107
12876.0,2010-11-10 12:21:00,2,1863.77,30
12877.0,2010-11-03 13:53:00,8,1419.4,37
12880.0,2010-11-23 10:50:00,2,640.13,17
12887.0,2010-11-21 11:18:00,1,222.4,19
12889.0,2010-11-23 16:08:00,4,385.46000000000004,17
12890.0,2010-11-17 14:06:00,1,336.8,23
12891.0,2010-09-07 15:31:00,8,509.5,94
12892.0,2010-11-08 09:51:00,1,263.38,32
12894.0,2010-05-13 14:47:00,1,157.35,211
12897.0,2010-11-23 13:29:00,2,297.75,17
12898.0,2010-09-02 08:08:00,2,310.96000000000004,99
12899.0,2010-10-22 09:53:00,1,366.4,49
12900.0,2010-10-13 15:17:00,1,340.33,58
12903.0,2010-10-07 12:39:00,1,833.53,64
12905.0,2010-05-12 10:05:00,2,1018.42,212
12907.0,2010-11-09 12:08:00,2,508.91,31
12908.0,2010-11-24 09:29:00,3,1026.0,16
12909.0,2010-10-11 09:44:00,3,924.52,60
12910.0,2010-11-25 12:27:00,5,2721.48,15
12911.0,2010-06-06 12:13:00,1,1680.47,187
12913.0,2010-12-06 16:36:00,9,4217.2300000000005,4
12914.0,2010-11-04 12:28:00,1,223.98,36
12915.0,2010-12-02 12:33:00,3,811.1,8
12916.0,2010-09-23 11:57:00,3,1647.87,78
12917.0,2010-11-04 15:56:00,5,3765.2,36
12918.0,2010-03-23 15:22:00,1,10953.5,262
12920.0,2010-05-17 12:57:00,3,323.86,207
12921.0,2010-12-08 10:14:00,39,19333.95,2
12923.0,2010-11-14 13:16:00,2,612.9,26
12924.0,2010-11-11 15:21:00,8,1535.7,29
12925.0,2010-04-26 10:32:00,1,35.28,228
12926.0,2010-10-24 15:57:00,4,1548.46,47
12927.0,2010-11-10 10:02:00,1,197.31,30
12928.0,2010-11-26 15:53:00,7,2242.19,14
12931.0,2010-11-24 10:09:00,42,50291.38,16
12932.0,2010-06-18 14:22:00,8,1698.56,175
12933.0,2010-11-24 17:11:00,5,1079.5,16
12934.0,2009-12-03 10:51:00,1,181.65,372
12935.0,2010-11-29 13:55:00,8,2083.16,11
12937.0,2010-09-02 16:01:00,5,1593.34,99
12939.0,2010-11-25 14:50:00,12,13683.0,15
12941.0,2009-12-15 13:12:00,1,377.49,360
12942.0,2010-12-09 09:34:00,1,258.75,1
12943.0,2010-05-30 13:52:00,2,496.5,194
12945.0,2010-02-21 15:18:00,1,437.16,292
12946.0,2010-09-29 10:14:00,1,324.45,72
12947.0,2010-12-01 16:21:00,1,304.04,9
12948.0,2009-12-09 11:46:00,2,252.48000000000002,366
12949.0,2010-11-22 15:45:00,14,11359.48,18
12951.0,2010-11-18 12:11:00,9,2149.65,22
12953.0,2010-07-05 13:37:00,1,498.96000000000004,158
12954.0,2010-03-11 10:16:00,1,162.45,274
12956.0,2010-01-24 10:33:00,3,413.82,320
12957.0,2010-06-16 08:55:00,5,4689.43,177
12958.0,2010-11-04 16:16:00,2,539.49,36
12959.0,2010-08-12 17:20:00,1,150.95,120
12960.0,2010-10-22 09:31:00,4,1322.07,49
12961.0,2010-11-25 16:44:00,1,211.99,15
12963.0,2010-12-09 09:14:00,5,1744.96,1
12964.0,2010-09-28 17:47:00,1,132.24,73
12967.0,2010-12-03 09:49:00,2,2646.02,7
12969.0,2010-04-16 10:50:00,1,122.45,238
12970.0,2010-11-24 13:08:00,6,1072.73,16
12971.0,2010-12-08 16:21:00,33,4782.88,2
12972.0,2010-10-22 08:41:00,4,1161.2,49
12973.0,2010-10-22 10:14:00,1,385.55,49
12974.0,2010-05-23 11:45:00,1,264.15,201
12975.0,2010-09-29 09:46:00,6,2100.09,72
12976.0,2010-11-26 14:51:00,7,2417.7799999999997,14
12977.0,2010-07-26 12:34:00,3,478.39,137
12978.0,2010-11-19 14:29:00,5,2502.82,21
12979.0,2009-12-10 15:45:00,1,517.7,365
12980.0,2010-11-18 14:31:00,12,8870.880000000001,22
12982.0,2010-11-10 08:50:00,7,2354.27,30
12983.0,2010-04-20 12:58:00,1,490.08000000000004,234
12986.0,2010-10-07 11:57:00,10,2729.84,64
12987.0,2010-10-15 13:48:00,3,753.51,56
12989.0,2010-10-11 12:36:00,18,6627.64,60
12990.0,2010-10-18 08:56:00,4,546.0,53
12991.0,2010-11-15 13:43:00,1,261.06,25
12992.0,2009-12-14 16:46:00,1,93.35000000000001,361
12993.0,2010-09-20 13:09:00,4,844.87,81
12996.0,2010-11-29 09:27:00,1,355.5,11
12997.0,2010-11-10 12:16:00,4,884.02,30
12998.0,2010-08-04 08:05:00,3,920.08,128
13000.0,2009-12-14 17:03:00,1,497.65000000000003,361
13001.0,2010-10-31 13:14:00,20,14353.28,40
13002.0,2010-10-19 12:23:00,2,293.18,52
13004.0,2010-11-18 19:08:00,18,5994.94,22
13005.0,2010-10-04 11:07:00,2,485.98,67
13007.0,2010-05-09 10:38:00,1,175.25,215
13008.0,2010-11-07 10:34:00,2,382.66,33
13009.0,2010-02-05 12:22:00,1,234.0,308
13010.0,2010-11-30 15:09:00,2,330.12,10
13011.0,2010-12-02 17:22:00,1,50.550000000000004,8
13012.0,2010-10-06 10:40:00,3,1310.99,65
13013.0,2010-12-03 12:29:00,18,7814.83,7
13014.0,2010-10-03 11:35:00,1,1914.8,68
13015.0,2010-09-27 10:39:00,6,3240.14,74
13018.0,2010-10-22 13:11:00,7,2485.46,49
13019.0,2010-11-25 14:56:00,6,1229.95,15
13020.0,2010-05-26 11:12:00,2,618.96,198
13021.0,2010-11-30 13:31:00,8,2270.86,10
13022.0,2010-10-06 10:50:00,1,65.3,65
13023.0,2010-06-29 09:52:00,1,759.13,164
13024.0,2010-08-26 09:42:00,2,555.87,106
13025.0,2009-12-08 10:02:00,1,323.39,367
13026.0,2010-08-08 10:43:00,4,757.72,124
13027.0,2010-11-19 15:51:00,13,10423.2,21
13029.0,2010-11-30 08:59:00,2,679.8,10
13030.0,2010-12-06 14:31:00,1,427.74,4
13031.0,2010-10-28 15:34:00,5,3419.27,43
13032.0,2010-11-12 12:49:00,7,1833.37,28
13033.0,2010-10-06 09:37:00,1,30.0,65
13034.0,2010-12-05 14:52:00,2,279.91,5
13035.0,2010-10-04 15:41:00,1,442.32,67
13036.0,2010-01-24 11:35:00,1,307.1,320
13037.0,2010-11-05 10:39:00,9,3033.88,35
13039.0,2010-05-04 16:45:00,4,1010.73,220
13041.0,2010-09-15 11:44:00,4,799.13,86
13042.0,2010-04-20 13:43:00,3,1556.54,234
13044.0,2010-08-04 16:27:00,10,4293.43,128
13045.0,2010-11-03 12:49:00,2,503.64,37
13046.0,2010-09-09 13:09:00,1,319.94,92
13047.0,2010-12-01 08:35:00,17,5557.62,9
13048.0,2010-09-29 13:49:00,5,2248.3,72
13049.0,2010-11-15 14:44:00,2,751.5600000000001,25
13050.0,2010-12-08 09:30:00,19,6507.67,2
13051.0,2010-05-10 09:14:00,2,155.8,214
13052.0,2010-10-15 14:47:00,6,2820.38,56
13053.0,2010-03-28 11:28:00,1,127.65,257
13055.0,2010-10-06 08:17:00,1,1106.7,65
13056.0,2010-06-06 14:10:00,1,209.48,187
13057.0,2010-06-27 15:44:00,3,722.09,166
13059.0,2010-10-22 16:11:00,9,2119.77,49
13063.0,2010-08-16 12:27:00,1,188.4,116
13064.0,2010-06-07 16:28:00,2,561.25,186
13065.0,2010-12-01 16:52:00,5,1055.05,9
13067.0,2010-10-26 12:15:00,2,393.05,45
13069.0,2010-12-05 11:03:00,16,5247.01,5
13070.0,2010-09-06 12:37:00,3,522.9,95
13071.0,2010-04-06 13:37:00,1,129.22,248
13073.0,2010-10-24 14:06:00,2,418.08,47
13074.0,2010-07-16 16:53:00,4,1378.74,147
13076.0,2010-09-08 10:27:00,1,135.4,93
13077.0,2010-12-08 14:59:00,8,2335.4,2
13078.0,2010-12-08 09:07:00,32,16904.510000000002,2
13079.0,2010-10-18 14:15:00,1,199.08,53
13080.0,2010-11-03 14:34:00,3,222.65,37
13081.0,2010-12-03 17:21:00,19,30867.77,7
13082.0,2010-10-11 14:19:00,12,3722.12,60
13083.0,2010-10-10 13:38:00,1,91.67999999999999,61
13084.0,2010-08-05 08:49:00,1,122.39999999999999,127
13085.0,2010-01-29 11:42:00,6,2017.2,315
13086.0,2010-11-22 10:28:00,1,439.33000000000004,18
13087.0,2009-12-13 15:16:00,1,313.64,362
13088.0,2010-10-18 15:35:00,1,236.11,53
13089.0,2010-12-06 14:00:00,109,57912.03,4
13090.0,2010-12-09 16:11:00,13,5192.27,1
13091.0,2009-12-10 12:44:00,2,1976.0,365
13092.0,2010-10-21 13:02:00,7,1662.45,50
13093.0,2010-12-01 15:00:00,48,47111.18,9
13094.0,2010-12-06 10:34:00,2,505.8,4
13096.0,2010-11-10 14:08:00,1,419.70000000000005,30
13097.0,2010-11-16 09:50:00,18,7378.8,24
13101.0,2010-07-29 14:45:00,3,594.21,134
13102.0,2010-12-09 13:38:00,14,5272.83,1
13103.0,2010-09-28 11:48:00,2,465.70000000000005,73
13104.0,2010-10-20 14:38:00,3,610.62,51
13105.0,2010-09-29 13:41:00,1,72.0,72
